x, y, z
-150.63, 59.64, 97.34
-152.21, 55.48, 97.34
-152.86, 51.00, 96.83
-150.11, 45.53, 94.25
-151.30, 41.39, 94.25
-152.38, 37.22, 94.25
-154.32, 32.59, 94.77
-156.11, 27.88, 95.28
-158.51, 23.83, 96.31
-158.25, 19.36, 95.80
-161.29, 15.25, 97.34
-161.64, 10.81, 97.34
-166.14, 7.18, 99.92
-148.28, 1.75, 89.10
-131.13, -2.06, 78.80
-131.88, -5.70, 79.32
-135.09, -9.57, 81.38
-135.63, -13.36, 81.89
-136.07, -17.19, 82.41
-137.24, -21.18, 83.44
-138.29, -25.26, 84.47
-139.10, -29.95, 85.50
-140.72, -34.37, 87.04
-142.21, -38.90, 88.59
-143.55, -43.54, 90.13
-146.36, -48.83, 92.71
-144.16, -52.54, 92.19
-146.64, -58.06, 94.77
-149.72, -64.09, 97.86
-151.52, -70.57, 100.43
-153.05, -77.23, 103.01
-192.36, -103.79, 131.33
-193.89, -111.61, 134.42
-197.33, -120.92, 139.06
-198.24, -129.11, 142.15
-200.26, -138.41, 146.27
-203.29, -148.93, 151.42
-206.57, -160.24, 157.09
-208.06, -170.75, 161.72
-212.35, -184.27, 168.93
-215.42, -197.57, 175.63
-219.14, -212.36, 183.35
-222.80, -228.11, 191.59
-228.08, -246.74, 201.89
-232.02, -267.38, 212.71
-237.63, -289.56, 225.07
-243.24, -313.59, 238.46
-251.25, -342.97, 255.46
-258.30, -373.72, 272.97
-249.80, -383.56, 275.03
-237.82, -388.08, 273.49
-222.54, -390.15, 269.88
-210.11, -393.10, 267.82
-196.52, -397.20, 266.27
-183.74, -398.56, 263.70
-172.71, -403.46, 263.70
-164.08, -414.43, 267.82
-151.46, -415.56, 265.76
-139.43, -417.94, 264.73
-127.89, -421.61, 264.73
-115.35, -421.66, 262.67
-103.52, -423.84, 262.15
-91.83, -426.53, 262.15
-80.54, -431.42, 263.70
-68.92, -435.16, 264.73
-55.94, -429.24, 260.09
-42.34, -429.93, 259.58
-30.75, -434.35, 261.64
-18.84, -435.89, 262.15
-6.72, -427.67, 257.00
4.49, -381.41, 229.19
13.39, -340.89, 204.99
21.79, -307.81, 185.41
27.98, -284.06, 171.51
33.09, -261.93, 158.63
38.89, -245.52, 149.36
42.63, -228.35, 139.58
46.00, -213.68, 131.33
51.66, -211.50, 130.82
57.00, -208.35, 129.79
58.97, -194.40, 122.06
59.95, -179.70, 113.82
62.23, -170.73, 109.19
63.11, -159.39, 103.01
64.43, -150.51, 98.37
66.39, -144.01, 95.28
65.00, -131.37, 88.07
66.27, -123.98, 84.47
71.35, -125.09, 86.53
76.98, -126.74, 89.10
82.30, -127.46, 91.16
89.16, -130.10, 94.77
95.22, -131.06, 97.34
100.87, -130.04, 98.89
110.39, -134.51, 104.55
117.41, -135.31, 107.64
128.01, -138.48, 113.31
132.96, -136.13, 114.34
132.96, -128.85, 111.25
133.44, -123.35, 109.19
136.60, -118.54, 108.67
135.17, -110.93, 105.07
137.49, -106.65, 104.55
138.99, -101.82, 103.52
140.32, -96.98, 102.49
140.06, -91.22, 100.43
140.32, -85.99, 98.89
141.15, -81.25, 97.86
141.82, -76.52, 96.83
138.79, -69.35, 93.22
43.51, -20.27, 28.84
44.84, -19.40, 29.36
42.17, -16.89, 27.30
42.62, -15.72, 27.30
43.04, -14.55, 27.30
42.65, -12.94, 26.78
45.47, -12.44, 28.33
42.47, -10.37, 26.27
33.55, -7.08, 20.60
35.42, -6.47, 21.63
37.27, -5.75, 22.66
40.82, -5.16, 24.72
42.65, -4.20, 25.75
50.45, -3.57, 30.39
47.96, -2.07, 28.84
49.71, -0.78, 29.87
49.36, 0.58, 28.50
49.33, 1.94, 28.50
49.25, 3.29, 28.50
50.87, 4.81, 29.50
52.44, 6.42, 30.50
51.35, 7.93, 30.00
51.12, 9.34, 30.00
53.38, 11.27, 31.50
55.58, 13.34, 33.00
55.19, 14.87, 33.00
48.95, 14.64, 29.50
48.53, 15.98, 29.50
50.52, 18.19, 31.00
50.00, 19.57, 31.00
49.28, 21.32, 31.00
57.31, 26.69, 36.50
57.33, 28.65, 37.00
54.23, 28.99, 35.50
53.41, 30.46, 35.50
52.55, 31.92, 35.50
63.88, 54.56, 48.50
64.93, 58.61, 50.50
62.04, 59.18, 49.50
64.66, 65.17, 53.00
62.58, 67.16, 53.00
63.00, 71.46, 55.00
61.85, 73.58, 55.50
60.35, 75.94, 56.00
56.90, 76.40, 55.00
55.27, 78.65, 55.50
53.09, 80.14, 55.50
50.87, 81.57, 55.50
52.11, 88.91, 59.50
57.16, 103.97, 68.50
57.84, 112.43, 73.00
53.98, 112.42, 72.00
49.72, 112.47, 71.00
46.61, 113.80, 71.00
43.47, 115.04, 71.00
39.27, 114.71, 70.00
36.36, 116.57, 70.50
33.15, 117.53, 70.50
30.33, 120.07, 71.50
26.64, 119.17, 70.50
23.35, 119.86, 70.50
19.30, 118.82, 69.50
16.14, 120.16, 70.00
12.83, 120.56, 70.00
9.65, 122.60, 71.00
6.28, 122.82, 71.00
2.92, 123.81, 71.50
-0.49, 125.57, 72.50
-4.03, 128.11, 74.00
-7.60, 128.81, 74.50
-11.28, 130.28, 75.50
-15.06, 131.64, 76.50
-18.15, 131.25, 76.50
-22.70, 133.18, 78.00
-26.88, 132.40, 78.00
-31.09, 134.14, 79.50
-35.64, 136.59, 81.50
-39.62, 136.39, 82.00
-44.42, 138.55, 84.00
-49.07, 139.73, 85.50
-54.06, 139.73, 86.50
-57.88, 138.19, 86.50
-63.27, 138.67, 88.00
-68.96, 140.77, 90.50
-70.79, 134.98, 88.00
-72.36, 129.21, 85.50
-74.11, 124.20, 83.50
-74.25, 116.99, 80.00
-75.50, 112.04, 78.00
-77.04, 107.80, 76.50
-77.88, 102.88, 74.50
-79.06, 98.68, 73.00
-79.50, 93.82, 71.00
-80.89, 90.31, 70.00
-82.15, 86.80, 69.00
-86.68, 86.00, 70.50
-96.59, 90.70, 76.50
-104.23, 92.62, 80.50
-105.41, 88.60, 79.50
-106.45, 84.59, 78.50
-108.04, 81.12, 78.00
-109.52, 77.62, 77.50
-110.17, 73.61, 76.50
-110.69, 69.64, 75.50
-111.33, 65.25, 74.50
-113.08, 62.16, 74.50
-114.74, 59.03, 74.50
-114.76, 55.11, 73.50
-120.19, 53.70, 76.00
-146.42, 60.65, 91.50
-148.03, 56.60, 91.50
-148.92, 51.64, 91.00
-150.28, 47.53, 91.00
-150.70, 43.14, 90.50
-152.66, 39.20, 91.00
-153.68, 34.99, 91.00
-154.59, 30.75, 91.00
-156.23, 26.63, 91.50
-158.62, 22.57, 92.50
-158.32, 18.11, 92.00
-160.48, 13.90, 93.00
-161.67, 9.53, 93.50
-163.60, 5.14, 94.50
-142.03, 0.00, 82.00
-132.45, -3.64, 76.50
-132.30, -7.28, 76.50
-133.78, -11.06, 77.50
-135.95, -15.55, 79.00
-138.04, -19.65, 80.50
-139.15, -23.72, 81.50
-140.15, -27.88, 82.50
-141.86, -32.30, 84.00
-140.92, -36.18, 84.00
-142.21, -41.32, 85.50
-144.32, -46.27, 87.50
-142.99, -50.22, 87.50
-145.60, -55.67, 90.00
-148.82, -61.64, 93.00
-151.02, -67.48, 95.50
-153.01, -73.48, 98.00
-154.79, -79.64, 100.50
-193.52, -106.39, 127.50
-195.01, -114.30, 130.50
-196.93, -122.82, 134.00
-199.26, -132.01, 138.00
-201.37, -142.71, 142.50
-203.61, -152.87, 147.00
-207.47, -164.88, 153.00
-209.49, -176.09, 158.00
-212.98, -189.26, 164.50
-217.62, -205.98, 173.00
-222.90, -222.90, 182.00
-226.81, -239.64, 190.50
-229.53, -258.30, 199.50
-235.72, -280.42, 211.50
-241.39, -303.74, 224.00
-248.03, -330.35, 238.50
-255.38, -360.35, 255.00
-256.45, -383.80, 266.50
-243.03, -386.30, 263.50
-229.68, -388.37, 260.50
-217.66, -392.26, 259.00
-205.20, -395.02, 257.00
-192.75, -397.39, 255.00
-180.69, -400.17, 253.50
-169.02, -408.05, 255.00
-158.67, -414.97, 256.50
-145.48, -414.27, 253.50
-133.78, -417.29, 253.00
-122.50, -421.64, 253.50
-110.43, -423.17, 252.50
-96.89, -425.59, 252.00
-85.49, -429.79, 253.00
-74.08, -434.54, 254.50
-59.21, -428.07, 249.50
-49.21, -430.21, 250.00
-35.74, -432.40, 250.50
-24.03, -436.68, 252.50
-11.97, -435.45, 251.50
-0.00, -386.25, 223.00
9.62, -349.74, 202.00
17.61, -319.95, 185.00
24.25, -293.45, 170.00
29.94, -271.15, 157.50
34.88, -252.21, 147.00
39.39, -236.63, 138.50
43.93, -220.84, 130.00
47.87, -210.26, 124.50
54.92, -213.90, 127.50
57.12, -202.54, 121.50
58.76, -185.79, 112.50
61.12, -174.04, 106.50
61.86, -161.78, 100.00
63.63, -153.62, 96.00
65.71, -147.07, 93.00
64.85, -135.06, 86.50
64.58, -125.52, 81.50
67.59, -122.94, 81.00
74.01, -126.27, 84.50
79.28, -127.13, 86.50
84.18, -127.06, 88.00
92.12, -131.08, 92.50
95.69, -128.50, 92.50
103.99, -130.85, 96.50
112.56, -133.91, 101.00
119.08, -134.00, 103.50
127.46, -135.73, 107.50
131.75, -132.79, 108.00
132.85, -126.73, 106.00
134.35, -121.29, 104.50
136.32, -116.42, 103.50
136.77, -110.46, 101.50
137.00, -104.56, 99.50
138.42, -99.74, 98.50
139.69, -93.34, 97.00
140.01, -88.08, 95.50
141.63, -83.76, 95.00
142.36, -79.00, 94.00
143.42, -75.22, 93.50
123.11, -59.71, 79.00
41.83, -18.89, 26.50
43.93, -18.40, 27.50
45.23, -17.50, 28.00
30.19, -10.74, 18.50
28.04, -8.99, 17.00
31.60, -9.18, 19.00
32.65, -8.66, 19.50
31.22, -7.24, 18.50
35.65, -7.24, 21.00
40.10, -7.00, 23.50
45.42, -6.65, 26.50
48.16, -5.70, 28.00
47.44, -4.30, 27.50
44.94, -2.83, 26.00
47.60, -1.68, 27.50
46.76, -0.37, 27.00
48.09, 1.13, 26.66
48.03, 2.64, 26.66
49.68, 4.11, 27.63
49.55, 5.47, 27.63
51.98, 7.19, 29.09
50.90, 8.47, 28.60
52.37, 10.20, 29.57
52.07, 11.64, 29.57
55.97, 14.14, 32.00
54.65, 15.65, 31.51
50.87, 16.09, 29.57
52.13, 17.85, 30.54
52.44, 19.58, 31.03
52.61, 21.55, 31.51
56.00, 24.76, 33.94
56.87, 27.04, 34.91
56.89, 28.99, 35.39
56.07, 30.54, 35.39
52.94, 30.75, 33.94
52.08, 32.19, 33.94
51.90, 34.09, 34.42
53.10, 37.01, 35.88
56.82, 42.31, 39.27
55.64, 43.86, 39.27
56.42, 47.05, 40.72
61.01, 53.79, 45.09
62.07, 57.83, 47.03
65.19, 64.68, 50.91
67.62, 70.88, 54.30
65.06, 72.06, 53.81
66.46, 77.81, 56.72
66.72, 83.27, 59.15
65.99, 87.17, 60.60
63.56, 88.95, 60.60
61.58, 91.39, 61.09
59.99, 94.52, 62.06
57.37, 96.14, 62.06
53.85, 96.15, 61.09
58.90, 112.31, 70.30
55.41, 113.10, 69.81
51.19, 112.20, 68.36
48.43, 114.37, 68.84
44.63, 114.02, 67.87
41.02, 115.37, 67.87
37.57, 115.62, 67.39
34.62, 117.45, 67.87
31.83, 120.05, 68.84
27.72, 117.47, 66.90
24.65, 119.05, 67.39
21.53, 120.54, 67.87
17.94, 119.36, 66.90
14.55, 118.94, 66.42
10.57, 121.99, 67.87
7.21, 122.23, 67.87
3.87, 123.26, 68.36
0.49, 125.07, 69.33
-2.99, 126.78, 70.30
-6.52, 127.53, 70.78
-10.09, 128.17, 71.27
-13.79, 129.59, 72.24
-17.70, 131.76, 73.69
-21.45, 132.09, 74.18
-25.24, 132.31, 74.66
-29.24, 133.27, 75.63
-34.05, 134.83, 77.08
-37.99, 134.69, 77.57
-43.50, 139.43, 80.96
-47.60, 139.01, 81.45
-51.70, 138.47, 81.93
-56.80, 140.24, 83.87
-59.40, 137.26, 82.90
-65.54, 139.28, 85.33
-69.74, 138.21, 85.81
-71.85, 133.16, 83.87
-73.30, 127.35, 81.45
-74.95, 122.30, 79.51
-75.84, 114.47, 76.12
-76.95, 109.48, 74.18
-77.31, 103.82, 71.75
-78.51, 99.59, 70.30
-79.54, 95.38, 68.84
-79.82, 90.54, 66.90
-81.08, 87.03, 65.93
-83.45, 84.77, 65.93
-90.79, 87.29, 69.81
-100.92, 91.83, 75.63
-104.42, 89.18, 76.12
-106.83, 86.28, 76.12
-107.77, 82.25, 75.15
-109.68, 79.68, 75.15
-109.95, 74.72, 73.69
-110.49, 70.73, 72.72
-112.40, 67.67, 72.72
-113.45, 64.12, 72.24
-114.40, 60.57, 71.75
-116.02, 57.40, 71.75
-116.76, 53.83, 71.27
-146.34, 62.64, 88.24
-148.82, 58.92, 88.72
-149.56, 54.51, 88.24
-149.73, 48.65, 87.27
-151.01, 44.52, 87.27
-151.33, 40.12, 86.78
-153.22, 36.15, 87.27
-154.16, 31.93, 87.27
-154.98, 27.68, 87.27
-156.55, 23.54, 87.75
-158.08, 18.71, 88.24
-159.40, 14.44, 88.72
-163.23, 10.27, 90.66
-163.45, 5.78, 90.66
-149.56, 1.17, 82.90
-145.16, -2.85, 80.48
-144.15, -6.80, 79.99
-144.78, -10.82, 80.48
-143.56, -14.71, 79.99
-141.37, -18.42, 79.02
-140.81, -22.30, 79.02
-141.86, -26.48, 79.99
-141.81, -31.11, 80.48
-140.90, -35.00, 80.48
-143.26, -39.80, 82.42
-142.95, -43.98, 82.90
-143.98, -49.29, 84.36
-145.85, -54.46, 86.30
-147.54, -59.76, 88.24
-149.04, -65.19, 90.17
-151.94, -71.50, 93.08
-153.05, -77.23, 95.02
-193.56, -105.42, 122.17
-195.12, -113.34, 125.08
-195.66, -120.96, 127.50
-198.10, -130.13, 131.38
-200.19, -139.53, 135.26
-202.61, -149.65, 139.63
-206.69, -161.63, 145.44
-210.26, -173.94, 151.26
-212.64, -185.99, 156.59
-216.44, -200.07, 163.38
-220.24, -215.11, 170.65
-224.90, -233.91, 179.86
-227.80, -250.35, 187.62
-232.82, -270.43, 197.80
-239.70, -292.07, 209.44
-245.34, -318.87, 223.01
-255.14, -354.09, 241.92
-259.08, -381.22, 255.49
-248.03, -387.46, 255.01
-233.23, -387.39, 250.65
-219.23, -391.47, 248.71
-207.17, -395.03, 247.25
-195.08, -398.21, 245.80
-183.34, -401.83, 244.83
-171.54, -405.11, 243.86
-162.26, -414.56, 246.77
-149.32, -414.75, 244.34
-136.77, -415.37, 242.40
-126.05, -421.49, 243.86
-113.96, -423.10, 242.89
-101.88, -424.38, 241.92
-90.54, -428.73, 242.89
-77.18, -432.22, 243.37
-65.41, -435.04, 243.86
-52.47, -428.86, 239.50
-40.99, -433.63, 241.44
-29.06, -434.59, 241.44
-15.48, -437.91, 242.89
38.58, -243.61, 136.72
42.54, -227.84, 128.47
46.39, -215.47, 122.17
0.21, -0.85, 0.48
55.62, -203.31, 116.84
57.86, -188.09, 109.08
59.93, -177.31, 103.75
61.45, -166.57, 98.42
62.43, -155.89, 93.08
63.91, -147.69, 89.20
64.62, -138.75, 84.84
63.33, -126.75, 78.54
65.14, -121.87, 76.60
70.15, -124.11, 79.02
76.74, -126.33, 81.93
83.03, -128.58, 84.84
88.01, -128.42, 86.30
95.62, -131.61, 90.17
101.32, -130.62, 91.63
109.86, -133.87, 95.99
117.51, -135.42, 99.39
126.46, -136.80, 103.26
131.39, -134.52, 104.23
131.90, -127.82, 101.81
132.14, -121.19, 99.39
133.44, -115.79, 97.93
133.87, -109.86, 95.99
137.94, -106.14, 96.48
136.56, -99.22, 93.57
138.52, -94.93, 93.08
138.14, -89.19, 91.14
139.79, -84.91, 90.66
140.55, -80.17, 89.69
141.93, -75.86, 89.20
141.61, -70.76, 87.75
43.61, -20.31, 26.66
47.36, -20.49, 28.60
34.91, -13.98, 20.85
28.72, -10.60, 16.97
30.70, -10.24, 17.94
32.64, -9.90, 18.91
31.21, -8.54, 17.94
33.95, -8.43, 19.39
41.08, -8.67, 23.27
46.46, -8.49, 26.18
48.41, -7.47, 27.15
45.99, -5.81, 25.69
46.13, -4.54, 25.69
44.51, -2.98, 24.73
47.19, -1.85, 26.18
48.10, -0.57, 26.66
47.67, 0.75, 25.35
49.40, 2.14, 26.29
50.20, 3.55, 26.76
49.21, 4.85, 26.29
50.81, 6.42, 27.23
51.48, 7.95, 27.70
52.98, 9.68, 28.64
52.70, 11.13, 28.64
53.23, 12.78, 29.11
57.12, 15.39, 31.45
52.39, 15.89, 29.11
51.09, 17.05, 28.64
53.09, 19.35, 30.05
54.18, 21.45, 30.99
55.20, 23.63, 31.92
56.93, 26.25, 33.33
56.19, 27.80, 33.33
55.40, 29.33, 33.33
52.92, 30.19, 32.39
51.19, 31.37, 31.92
51.92, 33.53, 32.86
51.71, 35.44, 33.33
55.56, 40.70, 36.62
55.12, 42.75, 37.09
54.60, 44.81, 37.56
58.68, 50.92, 41.31
61.17, 56.10, 44.13
62.77, 60.83, 46.48
66.01, 67.59, 50.23
67.73, 73.27, 53.05
66.27, 75.76, 53.52
64.42, 78.49, 53.99
68.73, 88.60, 59.62
66.79, 91.17, 60.09
63.76, 92.25, 59.62
62.64, 96.18, 61.03
59.05, 96.36, 60.09
56.82, 98.71, 60.56
56.18, 104.12, 62.91
56.88, 112.72, 67.13
53.38, 113.45, 66.66
50.25, 114.87, 66.66
46.74, 115.39, 66.20
42.03, 115.31, 65.26
38.84, 116.42, 65.26
35.88, 118.29, 65.73
32.39, 118.38, 65.26
29.12, 119.23, 65.26
25.65, 119.12, 64.79
22.69, 121.51, 65.73
19.06, 120.35, 64.79
15.86, 121.70, 65.26
12.03, 122.14, 65.26
8.73, 123.30, 65.73
5.38, 124.38, 66.20
1.98, 126.25, 67.13
-1.49, 126.25, 67.13
-5.06, 128.81, 68.54
-8.66, 129.50, 69.01
-12.46, 131.85, 70.42
-16.30, 133.21, 71.36
-20.08, 133.59, 71.83
-23.90, 133.86, 72.30
-28.11, 135.74, 73.71
-32.24, 136.64, 74.65
-36.74, 136.41, 75.12
-41.49, 138.73, 76.99
-45.56, 138.38, 77.46
-51.10, 140.20, 79.34
-56.23, 142.02, 81.22
-60.11, 140.42, 81.22
-65.43, 141.93, 83.10
-70.48, 142.45, 84.50
-71.89, 135.78, 81.69
-74.37, 130.38, 79.81
-76.09, 125.27, 77.93
-76.15, 117.94, 74.65
-77.37, 112.89, 72.77
-77.33, 106.43, 69.95
-79.28, 103.88, 69.48
-80.83, 99.28, 68.07
-80.65, 93.68, 65.73
-82.60, 90.77, 65.26
-83.84, 87.20, 64.32
-89.35, 87.96, 66.66
-100.13, 93.29, 72.77
-105.01, 91.85, 74.18
-107.49, 88.92, 74.18
-108.50, 84.85, 73.24
-110.08, 81.31, 72.77
-111.55, 77.75, 72.30
-112.46, 73.24, 71.36
-113.68, 69.66, 70.89
-112.49, 64.75, 69.01
-114.23, 61.63, 69.01
-116.11, 58.01, 69.01
-118.46, 55.17, 69.48
-132.08, 57.16, 76.52
-146.72, 58.76, 84.04
-149.94, 55.31, 84.97
-150.56, 50.89, 84.50
-151.06, 46.47, 84.04
-153.13, 42.54, 84.50
-154.24, 38.31, 84.50
-155.24, 34.06, 84.50
-156.12, 29.78, 84.50
-158.62, 25.76, 85.44
-159.35, 20.77, 85.44
-160.67, 17.10, 85.91
-162.84, 12.82, 86.85
-163.16, 7.69, 86.85
-162.43, 3.19, 86.38
-143.92, -1.13, 76.52
-144.71, -5.12, 76.99
-145.40, -9.15, 77.46
-144.16, -13.63, 76.99
-142.86, -17.48, 76.52
-142.24, -21.96, 76.52
-141.58, -25.86, 76.52
-142.54, -30.10, 77.46
-142.52, -34.22, 77.93
-144.94, -39.04, 79.81
-144.65, -43.26, 80.28
-145.09, -47.77, 81.22
-145.38, -52.34, 82.16
-148.00, -57.93, 84.50
-148.79, -63.00, 85.91
-153.43, -70.00, 89.67
-153.82, -75.36, 91.08
-177.13, -93.79, 106.57
-195.24, -110.35, 119.25
-196.67, -118.41, 122.06
-198.55, -127.10, 125.35
-200.82, -136.48, 129.10
-203.44, -146.59, 133.33
-207.06, -158.02, 138.49
-209.51, -169.20, 143.19
-212.87, -180.37, 148.35
-216.81, -197.29, 155.86
-220.86, -212.35, 162.91
-224.85, -228.41, 170.42
-228.35, -247.03, 178.87
-232.52, -265.84, 187.79
-239.20, -289.14, 199.53
-244.21, -312.30, 210.79
-252.85, -342.33, 226.29
-260.51, -373.78, 242.25
-255.95, -389.65, 247.88
-242.82, -392.78, 245.53
-228.83, -393.96, 242.25
-215.38, -395.45, 239.43
-204.03, -400.44, 238.96
-191.43, -402.70, 237.08
-176.92, -404.47, 234.74
-167.72, -414.09, 237.55
-156.90, -420.20, 238.49
-143.86, -420.18, 236.14
-132.52, -424.82, 236.61
-120.55, -427.45, 236.14
-110.23, -429.31, 235.67
-97.80, -429.60, 234.27
-85.10, -436.79, 236.61
-73.06, -438.97, 236.61
-59.88, -432.94, 232.39
-47.77, -432.66, 231.45
-36.07, -436.45, 232.86
-24.26, -440.81, 234.74
-13.84, -440.37, 234.27
-0.00, -400.86, 213.14
9.93, -360.99, 192.01
17.95, -326.20, 173.70
24.66, -298.30, 159.15
30.23, -273.82, 146.48
35.20, -254.51, 136.62
40.66, -238.49, 128.64
44.27, -222.56, 120.65
48.21, -211.79, 115.49
55.11, -214.66, 117.84
57.83, -202.03, 111.73
59.30, -184.98, 103.28
61.44, -174.95, 98.59
62.44, -163.29, 92.96
64.20, -154.99, 89.20
66.49, -147.26, 85.91
64.73, -133.46, 78.87
65.53, -126.15, 75.58
69.40, -125.07, 76.05
75.51, -127.68, 78.87
80.87, -128.54, 80.75
86.33, -129.21, 82.63
92.41, -130.39, 84.97
95.96, -127.80, 84.97
107.12, -134.79, 91.55
114.20, -135.85, 94.36
121.99, -137.28, 97.65
129.28, -136.59, 100.00
133.08, -134.13, 100.47
134.16, -127.99, 98.59
136.14, -121.94, 97.18
137.42, -116.44, 95.77
137.13, -109.86, 93.42
140.09, -106.05, 93.42
139.75, -99.04, 91.08
140.22, -93.69, 89.67
141.60, -88.31, 88.73
143.21, -83.94, 88.26
143.91, -79.12, 87.32
142.89, -73.52, 85.44
93.12, -44.72, 54.93
42.73, -19.09, 24.88
47.31, -19.60, 27.23
32.16, -12.30, 18.31
29.16, -10.24, 16.43
29.43, -9.43, 16.43
29.68, -8.62, 16.43
31.61, -8.25, 17.37
32.69, -7.58, 17.84
45.03, -8.96, 24.41
49.61, -8.46, 26.76
45.46, -6.47, 24.41
45.62, -5.22, 24.41
45.74, -3.96, 24.41
47.60, -2.81, 25.35
47.66, -1.50, 25.35
47.68, -0.19, 25.35
46.31, 1.27, 23.61
48.04, 2.64, 24.52
48.82, 4.23, 24.97
47.80, 5.47, 24.52
51.16, 7.28, 26.33
50.94, 8.69, 26.33
50.69, 10.08, 26.33
52.13, 11.87, 27.24
54.37, 13.96, 28.60
53.97, 15.45, 28.60
55.22, 17.46, 29.51
56.40, 19.56, 30.42
56.68, 21.42, 30.87
58.54, 23.98, 32.23
57.76, 25.81, 32.23
58.63, 28.16, 33.14
58.63, 30.16, 33.60
55.44, 30.48, 32.23
54.58, 31.99, 32.23
55.95, 34.89, 33.60
54.22, 35.92, 33.14
58.32, 40.99, 36.32
56.45, 42.04, 35.87
55.98, 44.13, 36.32
56.11, 46.79, 37.23
56.14, 49.50, 38.14
59.53, 56.35, 41.77
59.22, 59.22, 42.68
66.15, 69.89, 49.03
66.27, 73.41, 50.39
66.24, 78.18, 52.21
69.64, 86.92, 56.75
71.52, 94.49, 60.38
73.04, 102.22, 64.01
71.20, 105.66, 64.92
69.23, 109.08, 65.83
65.77, 111.20, 65.83
61.82, 111.41, 64.92
58.32, 112.28, 64.47
55.60, 114.64, 64.92
51.70, 114.50, 64.01
47.84, 114.24, 63.10
44.69, 115.51, 63.10
41.49, 116.69, 63.10
37.72, 116.09, 62.20
34.77, 117.94, 62.65
31.74, 119.71, 63.10
28.23, 119.67, 62.65
24.46, 120.50, 62.65
21.14, 121.13, 62.65
17.80, 121.66, 62.65
13.97, 122.16, 62.65
10.69, 123.39, 63.10
7.34, 124.52, 63.56
3.97, 126.46, 64.47
0.50, 126.52, 64.47
-3.02, 128.27, 65.37
-7.10, 129.00, 65.83
-10.28, 130.57, 66.74
-14.57, 131.96, 67.64
-18.31, 132.39, 68.10
-22.24, 133.60, 69.01
-26.24, 134.68, 69.91
-30.13, 134.78, 70.37
-34.69, 137.36, 72.18
-38.45, 136.35, 72.18
-43.78, 140.35, 74.91
-47.91, 139.93, 75.36
-52.67, 141.07, 76.72
-57.75, 140.99, 77.63
-61.97, 140.17, 78.09
-67.33, 141.63, 79.90
-71.60, 140.52, 80.36
-72.88, 133.80, 77.63
-74.74, 128.67, 75.82
-75.44, 120.96, 72.64
-76.77, 115.87, 70.82
-77.87, 110.80, 69.01
-79.18, 105.45, 67.19
-80.38, 101.14, 65.83
-80.84, 96.17, 64.01
-82.27, 92.58, 63.10
-83.56, 88.98, 62.20
-85.35, 86.02, 61.74
-93.48, 89.18, 65.83
-103.17, 93.14, 70.82
-107.73, 92.01, 72.18
-118.28, 88.81, 75.36
-124.31, 88.10, 77.63
-125.94, 84.15, 77.18
-128.52, 80.16, 77.18
-131.45, 77.04, 77.63
-135.08, 74.26, 78.54
-138.65, 71.33, 79.45
-142.17, 68.27, 80.36
-146.43, 65.42, 81.72
-149.82, 62.06, 82.63
-149.80, 57.28, 81.72
-151.32, 53.14, 81.72
-151.40, 47.23, 80.81
-152.64, 43.05, 80.81
-152.91, 38.62, 80.36
-153.91, 34.40, 80.36
-155.67, 30.33, 80.81
-157.33, 26.19, 81.26
-158.87, 21.97, 81.72
-159.41, 17.60, 81.72
-160.72, 13.28, 82.17
-162.81, 8.96, 83.08
-164.77, 4.53, 83.99
-165.73, 0.00, 84.44
-166.54, -5.23, 84.90
-169.00, -9.97, 86.26
-168.66, -14.61, 86.26
-170.85, -19.54, 87.62
-171.13, -24.36, 88.07
-170.40, -29.05, 88.07
-170.41, -33.90, 88.53
-172.02, -39.16, 89.89
-171.74, -44.10, 90.34
-172.18, -49.29, 91.25
-171.61, -54.27, 91.71
-170.42, -60.60, 92.16
-170.35, -65.90, 93.07
-167.65, -70.22, 92.61
-164.85, -74.43, 92.16
-163.54, -79.32, 92.61
-177.91, -92.41, 102.15
-194.78, -108.08, 113.50
-197.10, -116.56, 116.68
-197.59, -124.31, 118.95
-200.77, -134.15, 123.03
-201.53, -144.02, 126.21
-205.31, -155.42, 131.20
-209.31, -167.69, 136.65
-211.42, -179.14, 141.19
-214.38, -192.01, 146.64
-218.73, -207.02, 153.45
-223.03, -223.03, 160.71
-226.62, -239.43, 167.98
-231.25, -258.18, 176.60
-236.73, -279.40, 186.59
-244.01, -304.57, 198.85
-250.06, -330.34, 211.11
-259.66, -366.39, 228.81
-259.88, -388.94, 238.35
-243.77, -390.87, 234.71
-230.68, -393.58, 232.44
-218.06, -396.64, 230.63
-205.85, -400.11, 229.27
-193.23, -402.40, 227.45
-180.28, -403.50, 225.18
-170.83, -412.41, 227.45
-158.10, -418.41, 227.90
-145.08, -418.39, 225.63
-134.07, -423.92, 226.54
-122.37, -427.44, 226.54
-109.68, -427.19, 224.73
-98.10, -430.91, 225.18
-86.91, -436.94, 227.00
-74.72, -438.29, 226.54
-61.77, -434.00, 223.36
-49.71, -434.65, 222.91
-37.83, -436.74, 223.36
-25.96, -440.28, 224.73
-10.41, -441.82, 225.18
1.55, -393.82, 200.66
11.25, -358.01, 182.50
18.94, -321.10, 163.89
25.60, -295.60, 151.18
31.08, -271.77, 139.38
36.16, -254.05, 130.75
40.43, -237.15, 122.58
