x, y, z
-113.27, 87.15, 4.99
-113.19, 82.24, 4.89
-116.24, 79.66, 4.92
-114.18, 73.73, 4.75
-117.02, 71.08, 4.78
-118.06, 67.34, 4.75
-132.48, 70.15, 5.23
-127.20, 62.93, 4.96
-122.30, 56.97, 4.71
-117.60, 50.34, 4.47
-116.15, 45.99, 4.36
-116.60, 41.98, 4.33
-119.61, 39.38, 4.40
-117.77, 35.22, 4.29
-118.69, 31.97, 4.29
-118.67, 28.00, 4.26
-118.41, 24.52, 4.22
-119.04, 21.26, 4.22
-119.51, 18.45, 4.22
-121.96, 15.41, 4.29
-121.38, 11.47, 4.26
-125.64, 8.40, 4.40
-124.83, 4.90, 4.36
-124.92, 1.47, 4.36
-124.91, -1.96, 4.36
-128.80, -5.57, 4.50
-128.60, -9.11, 4.50
-129.24, -13.24, 4.54
-129.82, -16.92, 4.57
-131.28, -20.79, 4.64
-130.66, -24.39, 4.64
-127.99, -27.56, 4.57
-125.24, -30.59, 4.50
-128.21, -35.07, 4.64
-129.11, -39.16, 4.71
-129.88, -43.33, 4.78
-134.08, -49.46, 4.99
-132.67, -53.13, 4.99
-133.91, -57.95, 5.10
-137.70, -64.14, 5.30
-143.04, -71.47, 5.58
-143.67, -76.79, 5.69
-144.97, -82.69, 5.83
-144.86, -88.77, 5.93
-147.39, -95.99, 6.14
-180.05, -124.44, 7.64
-172.53, -126.39, 7.47
-168.99, -131.08, 7.47
-172.28, -141.38, 7.78
-183.42, -159.17, 8.48
-145.10, -133.07, 6.88
-134.93, -130.75, 6.56
-129.88, -132.98, 6.49
-123.47, -133.57, 6.35
-126.99, -145.18, 6.74
-225.07, -274.25, 12.39
-211.32, -272.44, 12.04
-177.77, -242.67, 10.50
-176.72, -255.69, 10.85
-169.62, -260.45, 10.85
-156.69, -257.96, 10.54
-162.91, -285.61, 11.48
-156.88, -293.50, 11.62
-204.14, -408.56, 15.95
-205.92, -442.10, 17.03
-163.53, -377.88, 14.38
-180.20, -449.96, 16.93
-151.51, -410.68, 15.29
-160.64, -475.28, 17.52
-147.22, -478.56, 17.48
-133.75, -481.46, 17.45
-86.01, -346.26, 12.46
-71.31, -331.20, 11.83
-63.28, -338.93, 12.04
-54.88, -346.47, 12.25
-46.88, -359.74, 12.67
-37.89, -369.84, 12.98
-27.52, -349.70, 12.25
-14.69, -311.46, 10.89
-5.57, -283.77, 9.91
2.21, -281.82, 9.84
11.26, -286.60, 10.02
20.54, -290.10, 10.16
28.60, -290.42, 10.19
36.20, -286.55, 10.09
41.32, -267.66, 9.46
45.61, -249.71, 8.86
49.97, -236.63, 8.45
58.56, -243.92, 8.76
60.56, -224.84, 8.13
62.71, -209.69, 7.64
64.70, -196.50, 7.22
66.01, -183.36, 6.81
68.48, -174.96, 6.56
70.01, -163.54, 6.21
69.46, -150.66, 5.79
70.47, -142.42, 5.55
74.36, -140.43, 5.55
80.15, -141.82, 5.69
85.57, -142.13, 5.79
92.14, -143.93, 5.97
95.50, -140.52, 5.93
102.24, -141.89, 6.11
109.14, -143.00, 6.28
109.68, -133.65, 6.04
108.73, -125.30, 5.79
110.31, -121.23, 5.72
115.45, -119.14, 5.79
115.11, -112.43, 5.62
117.42, -108.54, 5.58
129.39, -113.17, 6.00
136.30, -112.76, 6.18
146.43, -114.51, 6.49
149.52, -110.44, 6.49
150.04, -104.57, 6.39
150.74, -98.17, 6.28
151.68, -92.95, 6.21
152.44, -87.75, 6.14
154.80, -83.52, 6.14
131.16, -66.18, 5.13
45.21, -21.28, 1.74
49.44, -21.63, 1.88
45.39, -18.38, 1.71
45.88, -17.13, 1.71
47.28, -16.19, 1.74
47.70, -14.88, 1.74
49.06, -13.84, 1.78
49.47, -12.29, 1.78
38.10, -8.20, 1.36
36.35, -6.79, 1.29
36.52, -5.78, 1.29
51.53, -6.72, 1.81
50.70, -5.19, 1.78
49.83, -3.72, 1.74
49.91, -2.35, 1.74
49.96, -1.18, 1.74
49.99, 0.39, 0.87
49.95, 1.96, 0.87
49.88, 3.33, 0.87
51.76, 4.89, 0.91
52.60, 6.44, 0.92
53.39, 8.03, 0.94
54.14, 9.67, 0.96
53.85, 11.15, 0.96
54.50, 12.86, 0.98
57.99, 15.38, 1.05
47.95, 14.14, 0.87
46.59, 15.14, 0.86
47.10, 16.75, 0.87
46.55, 18.22, 0.87
45.11, 19.10, 0.86
42.75, 19.51, 0.82
42.20, 20.67, 0.82
41.62, 21.83, 0.82
42.65, 24.11, 0.86
40.26, 24.24, 0.82
39.58, 25.34, 0.82
37.21, 25.29, 0.79
38.02, 27.62, 0.82
35.66, 27.44, 0.79
37.22, 30.30, 0.84
34.10, 29.35, 0.79
36.24, 32.97, 0.86
31.71, 30.49, 0.77
32.97, 33.49, 0.82
30.12, 32.07, 0.77
29.09, 33.00, 0.77
28.18, 33.79, 0.77
26.62, 33.76, 0.75
26.28, 35.28, 0.77
37.94, 53.99, 1.15
40.07, 61.00, 1.27
38.91, 62.93, 1.29
38.17, 65.71, 1.33
37.30, 68.49, 1.36
47.66, 93.54, 1.83
58.38, 122.81, 2.37
55.39, 125.28, 2.39
51.54, 125.83, 2.37
47.71, 126.27, 2.36
39.96, 115.25, 2.13
25.87, 84.10, 1.54
24.89, 89.59, 1.62
32.30, 130.03, 2.34
28.71, 130.87, 2.34
25.11, 131.61, 2.34
21.32, 131.26, 2.32
17.84, 132.79, 2.34
14.07, 132.23, 2.32
10.67, 135.56, 2.37
6.99, 136.80, 2.39
3.18, 134.94, 2.36
-1.09, 138.97, 2.43
-4.43, 140.91, 2.46
-8.36, 141.73, 2.48
-12.81, 141.40, 2.48
-16.92, 142.98, 2.51
-20.99, 143.45, 2.53
-25.44, 145.77, 2.58
-29.44, 145.02, 2.58
-34.09, 147.08, 2.64
-38.63, 148.02, 2.67
-42.96, 147.86, 2.69
-48.23, 150.43, 2.76
-53.67, 152.83, 2.83
-59.16, 152.93, 2.86
-64.12, 153.09, 2.90
-69.72, 152.82, 2.93
-75.22, 153.54, 2.98
-81.27, 154.96, 3.05
-83.05, 148.30, 2.97
-85.05, 142.53, 2.90
-84.65, 133.38, 2.76
-86.05, 127.69, 2.69
-88.85, 123.30, 2.65
-89.78, 117.63, 2.58
-91.09, 112.79, 2.53
-91.56, 107.20, 2.46
-92.46, 102.42, 2.41
-93.86, 98.39, 2.37
-95.11, 94.37, 2.34
-103.50, 97.19, 2.48
-106.13, 94.31, 2.48
-107.92, 90.71, 2.46
-110.37, 87.71, 2.46
-110.34, 82.85, 2.41
-113.71, 79.91, 2.43
-115.86, 76.76, 2.43
-112.83, 70.37, 2.32
-116.45, 68.25, 2.36
-121.79, 66.95, 2.43
-126.25, 64.95, 2.48
-117.39, 55.80, 2.27
-117.97, 52.15, 2.25
-117.50, 48.13, 2.22
-115.98, 43.82, 2.16
-117.30, 40.16, 2.16
-118.36, 36.92, 2.16
-117.40, 33.11, 2.13
-118.27, 29.87, 2.13
-118.07, 26.39, 2.11
-120.71, 23.52, 2.15
-121.31, 20.19, 2.15
-123.80, 17.12, 2.18
-123.23, 13.60, 2.16
-124.56, 10.30, 2.18
-126.79, 6.98, 2.22
-125.93, 3.46, 2.20
-125.98, 0.00, 2.20
-126.92, -3.99, 2.22
-127.76, -7.53, 2.23
-128.50, -11.13, 2.25
-129.20, -14.26, 2.27
-130.66, -18.60, 2.30
-130.10, -22.18, 2.30
-126.50, -25.16, 2.25
-128.57, -29.80, 2.30
-129.64, -33.83, 2.34
-130.43, -38.45, 2.37
-130.27, -42.33, 2.39
-131.89, -46.90, 2.44
-134.28, -51.95, 2.51
-135.57, -56.78, 2.57
-137.60, -62.13, 2.64
-140.34, -68.07, 2.72
-144.63, -75.13, 2.84
-145.13, -80.53, 2.90
-145.44, -86.01, 2.95
-148.10, -93.17, 3.05
-167.10, -111.65, 3.51
-177.34, -126.73, 3.80
-165.02, -124.92, 3.61
-189.62, -151.91, 4.24
-221.98, -188.09, 5.08
-148.96, -133.42, 3.49
-138.70, -131.27, 3.33
-133.62, -133.62, 3.30
-127.84, -135.07, 3.25
-123.41, -137.78, 3.23
-205.54, -242.58, 5.55
-218.51, -277.17, 6.16
-132.67, -176.70, 3.86
-190.78, -269.20, 5.76
-173.40, -261.72, 5.48
-142.86, -229.06, 4.71
-164.31, -280.35, 5.67
-204.23, -371.50, 7.40
-197.15, -383.19, 7.52
-181.78, -378.55, 7.33
-184.36, -412.62, 7.89
-140.38, -346.59, 6.53
-160.69, -420.26, 7.85
-166.31, -473.57, 8.76
-151.65, -479.51, 8.78
-138.14, -482.54, 8.76
-109.16, -425.14, 7.66
-76.13, -334.39, 5.99
-67.30, -338.32, 6.02
-59.32, -347.93, 6.16
-50.72, -356.35, 6.28
-42.27, -369.53, 6.49
-32.01, -369.56, 6.47
-17.53, -318.47, 5.57
-6.83, -289.88, 5.06
1.12, -283.95, 4.96
8.95, -284.82, 4.97
17.13, -290.45, 5.08
25.36, -292.86, 5.13
33.52, -293.04, 5.15
39.59, -278.15, 4.90
43.01, -258.41, 4.57
48.38, -243.20, 4.33
54.82, -240.80, 4.31
60.42, -235.33, 4.24
62.19, -217.24, 3.94
64.22, -203.05, 3.72
67.25, -191.50, 3.54
68.20, -178.38, 3.33
70.40, -169.97, 3.21
70.97, -158.84, 3.04
70.11, -146.01, 2.83
72.73, -141.36, 2.77
77.55, -141.06, 2.81
83.93, -143.19, 2.90
89.42, -143.38, 2.95
95.53, -144.20, 3.02
101.73, -142.36, 3.05
109.83, -145.09, 3.18
114.40, -142.80, 3.19
110.53, -130.44, 2.98
111.40, -124.38, 2.91
113.40, -119.82, 2.88
117.36, -117.36, 2.90
117.64, -111.34, 2.83
123.63, -110.74, 2.90
135.78, -115.05, 3.11
142.80, -114.40, 3.19
149.52, -112.26, 3.26
150.10, -106.38, 3.21
151.30, -101.10, 3.18
152.33, -95.84, 3.14
153.19, -90.60, 3.11
155.62, -86.35, 3.11
155.27, -80.66, 3.05
47.68, -23.13, 0.92
46.47, -20.98, 0.89
47.03, -19.70, 0.89
47.56, -18.40, 0.89
47.10, -16.75, 0.87
48.62, -15.38, 0.89
49.02, -14.03, 0.89
50.36, -12.93, 0.91
39.00, -8.88, 0.70
39.23, -7.80, 0.70
37.45, -6.39, 0.66
39.59, -5.64, 0.70
51.66, -5.91, 0.91
50.80, -4.40, 0.89
50.90, -3.00, 0.89
52.97, -1.46, 0.92
52.74, 5.19, 0.00
55.56, 7.02, 0.00
54.32, 8.60, 0.00
54.07, 10.09, 0.00
54.75, 11.79, 0.00
57.37, 13.77, 0.00
58.84, 16.10, 0.00
47.85, 14.51, 0.00
47.43, 15.82, 0.00
46.04, 16.78, 0.00
47.42, 18.77, 0.00
45.05, 19.28, 0.00
45.41, 20.93, 0.00
43.02, 21.29, 0.00
41.54, 21.99, 0.00
42.47, 24.44, 0.00
40.07, 24.56, 0.00
40.22, 26.20, 0.00
37.02, 25.59, 0.00
35.49, 26.00, 0.00
34.77, 26.97, 0.00
37.88, 31.09, 0.00
36.25, 31.46, 0.00
34.64, 31.77, 0.00
32.19, 31.44, 0.00
32.71, 33.75, 0.00
32.44, 35.38, 0.00
28.18, 32.48, 0.00
29.82, 36.33, 0.00
29.42, 37.93, 0.00
28.37, 38.72, 0.00
39.80, 57.58, 0.00
40.93, 62.85, 0.00
39.71, 64.80, 0.00
38.91, 67.60, 0.00
37.04, 68.64, 0.00
48.20, 95.53, 0.00
59.61, 126.68, 0.00
54.90, 125.52, 0.00
51.06, 126.05, 0.00
47.42, 128.53, 0.00
37.14, 109.89, 0.00
25.55, 84.21, 0.00
27.44, 100.31, 0.00
32.27, 132.12, 0.00
28.41, 131.98, 0.00
24.59, 131.72, 0.00
20.96, 132.35, 0.00
17.45, 133.87, 0.00
13.04, 132.36, 0.00
9.46, 133.67, 0.00
5.87, 135.87, 0.00
2.14, 135.98, 0.00
-1.63, 137.99, 0.00
-5.54, 140.89, 0.00
-9.54, 142.68, 0.00
-13.36, 141.37, 0.00
-17.37, 141.94, 0.00
-22.00, 146.36, 0.00
-26.02, 145.70, 0.00
-30.01, 144.92, 0.00
-35.25, 146.83, 0.00
-40.05, 148.70, 0.00
-43.83, 148.67, 0.00
-48.82, 150.27, 0.00
-54.54, 151.48, 0.00
-60.50, 154.58, 0.00
-65.12, 153.78, 0.00
-69.92, 151.66, 0.00
-75.83, 153.27, 0.00
-80.95, 152.89, 0.00
-83.73, 146.80, 0.00
-85.14, 140.17, 0.00
-85.16, 131.89, 0.00
-87.06, 127.03, 0.00
-87.58, 120.54, 0.00
-89.03, 115.71, 0.00
-90.28, 110.90, 0.00
-90.69, 105.34, 0.00
-92.20, 101.33, 0.00
-93.57, 97.32, 0.00
-94.78, 93.30, 0.00
-100.97, 94.07, 0.00
-100.51, 88.62, 0.00
-103.25, 85.41, 0.00
-104.77, 81.93, 0.00
-104.57, 77.24, 0.00
-105.01, 73.19, 0.00
-106.98, 70.27, 0.00
-108.02, 66.78, 0.00
-108.09, 62.78, 0.00
-110.65, 60.27, 0.00
-110.48, 56.29, 0.00
-111.29, 52.37, 0.00
-112.88, 48.85, 0.00
-113.26, 45.36, 0.00
-114.46, 42.23, 0.00
-114.63, 38.74, 0.00
-115.65, 35.58, 0.00
-115.62, 32.12, 0.00
-117.43, 29.17, 0.00
-118.19, 25.93, 0.00
-118.86, 22.67, 0.00
-121.41, 19.72, 0.00
-121.91, 16.37, 0.00
-123.30, 13.12, 0.00
-124.65, 9.32, 0.00
-124.86, 5.89, 0.00
-126.98, 2.49, 0.00
-127.00, -1.00, 0.00
-129.92, -4.59, 0.00
-129.74, -8.16, 0.00
-121.50, -11.00, 0.00
-121.15, -14.34, 0.00
-124.67, -18.24, 0.00
-125.11, -21.83, 0.00
-125.44, -25.46, 0.00
-127.38, -30.58, 0.00
-128.42, -34.59, 0.00
-128.38, -38.39, 0.00
-130.13, -42.85, 0.00
-130.02, -46.24, 0.00
-133.16, -52.12, 0.00
-135.36, -57.32, 0.00
-141.93, -64.75, 0.00
-140.09, -68.63, 0.00
-141.70, -74.31, 0.00
-144.83, -81.11, 0.00
-144.79, -87.17, 0.00
-147.39, -94.35, 0.00
-175.34, -119.16, 0.00
-176.87, -127.44, 0.00
-167.73, -128.01, 0.00
-187.49, -151.42, 0.00
-163.49, -139.63, 0.00
-152.91, -138.04, 0.00
-145.44, -138.74, 0.00
-138.75, -139.85, 0.00
-130.75, -139.23, 0.00
-126.87, -142.77, 0.00
-223.28, -265.62, 0.00
-216.22, -276.50, 0.00
-128.33, -173.75, 0.00
-174.97, -251.04, 0.00
-158.67, -241.55, 0.00
-141.45, -228.81, 0.00
-145.66, -250.77, 0.00
-150.67, -276.63, 0.00
-180.69, -354.62, 0.00
-188.90, -397.39, 0.00
-197.97, -452.60, 0.00
-141.39, -345.16, 0.00
-149.52, -395.69, 0.00
-162.93, -475.88, 0.00
-149.79, -480.18, 0.00
-136.53, -484.11, 0.00
-98.20, -388.79, 0.00
-59.12, -264.47, 0.00
-50.10, -257.16, 0.00
-64.69, -388.65, 0.00
-63.30, -457.64, 0.00
-47.84, -433.37, 0.00
-30.31, -366.75, 0.00
-13.38, -283.68, 0.00
-5.36, -272.95, 0.00
2.10, -267.99, 0.00
9.54, -269.83, 0.00
17.14, -272.46, 0.00
24.80, -273.88, 0.00
32.68, -276.07, 0.00
40.25, -275.07, 0.00
45.39, -260.07, 0.00
49.14, -242.06, 0.00
56.95, -241.37, 0.00
61.77, -232.95, 0.00
63.62, -215.82, 0.00
65.20, -200.67, 0.00
67.01, -188.44, 0.00
68.55, -177.20, 0.00
71.08, -169.72, 0.00
71.19, -157.67, 0.00
70.26, -144.86, 0.00
72.83, -140.21, 0.00
78.60, -141.65, 0.00
85.01, -143.74, 0.00
90.53, -143.89, 0.00
96.68, -143.47, 0.00
102.31, -141.98, 0.00
110.42, -144.68, 0.00
111.84, -138.48, 0.00
108.46, -126.99, 0.00
111.24, -123.22, 0.00
116.65, -122.28, 0.00
115.71, -114.80, 0.00
115.18, -108.16, 0.00
129.77, -114.41, 0.00
137.47, -114.64, 0.00
146.85, -115.77, 0.00
152.39, -113.48, 0.00
151.36, -106.38, 0.00
151.72, -100.52, 0.00
152.73, -95.25, 0.00
155.29, -91.02, 0.00
155.98, -85.75, 0.00
152.95, -78.69, 0.00
46.88, -22.51, 0.00
49.30, -22.03, 0.00
46.27, -18.95, 0.00
47.71, -18.03, 0.00
48.12, -16.90, 0.00
48.57, -15.57, 0.00
48.12, -13.57, 0.00
50.42, -12.73, 0.00
41.96, -9.38, 0.00
39.26, -7.65, 0.00
38.47, -6.40, 0.00
39.64, -5.32, 0.00
53.70, -5.71, 0.00
50.84, -4.00, 0.00
51.93, -2.65, 0.00
51.99, -1.23, 0.00
51.99, 0.20, -0.91
49.97, 1.57, -0.87
50.90, 3.00, -0.89
50.80, 4.40, -0.89
51.66, 5.91, -0.91
55.43, 7.89, -0.98
52.24, 8.91, -0.92
53.93, 10.73, -0.96
55.52, 12.87, -0.99
58.05, 15.15, -1.05
50.89, 14.78, -0.92
47.61, 15.26, -0.87
47.17, 16.56, -0.87
46.70, 17.85, -0.87
46.19, 19.13, -0.87
43.82, 19.58, -0.84
43.18, 20.94, -0.84
42.59, 22.12, -0.84
41.97, 23.29, -0.84
42.07, 25.10, -0.86
37.99, 24.11, -0.79
38.97, 26.26, -0.82
34.98, 25.00, -0.75
39.06, 29.57, -0.86
35.11, 28.13, -0.79
34.33, 29.09, -0.79
33.52, 30.02, -0.79
32.68, 30.93, -0.79
33.94, 33.94, -0.84
30.12, 32.07, -0.77
29.89, 33.63, -0.79
30.88, 36.74, -0.84
27.99, 35.22, -0.79
27.01, 35.98, -0.79
32.95, 46.50, -0.99
41.11, 61.52, -1.29
40.46, 64.32, -1.33
38.68, 65.41, -1.33
38.32, 69.07, -1.38
39.18, 75.42, -1.48
62.40, 128.64, -2.50
56.60, 128.03, -2.44
51.92, 126.76, -2.39
48.77, 129.07, -2.41
43.24, 124.70, -2.30
26.83, 84.84, -1.55
24.77, 86.51, -1.57
34.07, 132.68, -2.39
29.96, 131.61, -2.36
26.53, 133.37, -2.37
22.85, 134.05, -2.37
18.36, 132.72, -2.34
14.81, 134.16, -2.36
11.12, 134.52, -2.36
7.47, 135.77, -2.37
3.74, 135.93, -2.37
0.00, 138.98, -2.43
-3.82, 138.93, -2.43
-7.80, 141.76, -2.48
-11.86, 143.49, -2.51
-15.80, 143.11, -2.51
-19.86, 143.61, -2.53
-23.97, 144.00, -2.55
-29.45, 148.08, -2.64
-33.51, 147.21, -2.64
-37.80, 147.20, -2.65
-43.24, 148.82, -2.71
-48.23, 150.43, -2.76
-54.00, 153.77, -2.84
-58.92, 154.09, -2.88
-64.28, 155.19, -2.93
-68.52, 153.36, -2.93
-74.18, 152.93, -2.97
-80.66, 155.27, -3.05
-83.93, 151.25, -3.02
-84.43, 144.05, -2.91
-85.71, 137.44, -2.83
-87.21, 130.52, -2.74
-87.30, 123.18, -2.64
-89.45, 119.13, -2.60
-90.82, 114.28, -2.55
-90.71, 107.92, -2.46
-92.32, 103.89, -2.43
-93.77, 99.85, -2.39
-96.15, 96.15, -2.37
-101.66, 96.22, -2.44
-101.29, 90.72, -2.37
-102.98, 87.26, -2.36
-104.56, 83.77, -2.34
-106.03, 80.26, -2.32
-106.05, 75.16, -2.27
-107.24, 71.66, -2.25
-108.33, 68.15, -2.23
-109.30, 64.64, -2.22
-111.27, 61.17, -2.22
-112.02, 57.63, -2.20
-113.57, 54.53, -2.20
-114.11, 50.98, -2.18
-115.47, 47.83, -2.18
-115.80, 44.28, -2.16
-116.03, 40.75, -2.15
-117.11, 37.54, -2.15
-117.14, 34.03, -2.13
-118.03, 30.80, -2.13
-121.75, 28.22, -2.18
-120.52, 24.47, -2.15
-121.15, 21.14, -2.15
-122.74, 17.47, -2.16
-123.18, 14.09, -2.16
-125.51, 10.87, -2.20
-126.76, 7.48, -2.22
-127.92, 4.02, -2.23
-127.98, 0.50, -2.23
-132.93, -3.66, -2.32
-131.78, -7.25, -2.30
-121.57, -10.05, -2.13
-123.18, -14.09, -2.16
-125.71, -17.89, -2.22
-127.15, -21.68, -2.25
-126.50, -25.16, -2.25
-126.74, -28.85, -2.27
-128.80, -33.07, -2.32
-131.69, -37.70, -2.39
-130.60, -41.30, -2.39
-131.31, -45.53, -2.43
-133.75, -50.54, -2.50
-136.01, -55.71, -2.57
-141.74, -62.66, -2.71
-141.51, -67.95, -2.74
-141.36, -72.73, -2.77
-145.44, -79.96, -2.90
-145.78, -85.44, -2.95
-147.62, -92.06, -3.04
-150.03, -99.40, -3.14
-182.42, -128.21, -3.89
-173.21, -128.99, -3.77
-175.34, -139.35, -3.91
-157.14, -133.15, -3.60
-151.94, -136.08, -3.56
-147.41, -139.52, -3.54
-139.28, -139.28, -3.44
-133.34, -140.88, -3.39
-123.41, -137.78, -3.23
-188.74, -222.75, -5.10
-221.30, -276.23, -6.18
-129.14, -170.60, -3.73
-182.54, -255.43, -5.48
-173.77, -257.87, -5.43
-153.23, -477.96, -8.76
-140.31, -482.95, -8.78
-123.20, -472.12, -8.52
-64.80, -279.55, -5.01
-51.52, -253.78, -4.52
-44.69, -256.09, -4.54
-37.49, -256.23, -4.52
-30.56, -258.16, -4.54
-22.60, -260.98, -4.57
-15.54, -263.50, -4.61
-7.31, -265.86, -4.64
-0.00, -266.96, -4.66
7.45, -270.86, -4.73
15.00, -272.55, -4.76
22.65, -274.02, -4.80
30.39, -275.29, -4.83
38.49, -278.31, -4.90
44.53, -261.19, -4.62
48.38, -243.20, -4.33
54.38, -238.85, -4.28
60.17, -234.36, -4.22
62.46, -218.20, -3.96
64.52, -204.01, -3.73
66.50, -191.77, -3.54
67.86, -179.58, -3.35
69.74, -170.24, -3.21
71.15, -160.95, -3.07
69.97, -147.19, -2.84
72.17, -141.65, -2.77
78.51, -142.82, -2.84
83.42, -142.33, -2.88
90.48, -145.07, -2.98
95.53, -144.20, -3.02
98.33, -141.09, -3.00
105.14, -142.35, -3.09
111.53, -143.79, -3.18
113.54, -138.35, -3.12
109.93, -125.68, -2.91
113.34, -122.61, -2.91
118.77, -121.60, -2.97
116.32, -112.72, -2.83
116.43, -106.78, -2.76
130.64, -113.37, -3.02
139.89, -114.81, -3.16
148.53, -115.21, -3.28
151.26, -109.90, -3.26
152.58, -104.57, -3.23
153.71, -99.25, -3.19
153.82, -93.43, -3.14
154.59, -88.18, -3.11
156.96, -83.90, -3.11
118.06, -58.99, -2.30
46.22, -21.53, -0.89
48.63, -21.05, -0.92
47.34, -18.96, -0.89
47.98, -17.27, -0.89
47.48, -15.64, -0.87
48.85, -14.61, -0.89
49.24, -13.26, -0.89
51.53, -12.37, -0.92
42.07, -8.88, -0.75
39.34, -7.19, -0.70
37.55, -5.80, -0.66
46.62, -5.89, -0.82
50.75, -5.00, -0.89
50.86, -3.60, -0.89
50.94, -2.20, -0.89
51.99, -0.61, -0.91
50.96, 0.80, -1.78
51.92, 2.24, -1.81
51.84, 3.67, -1.81
51.72, 5.09, -1.81
54.53, 6.89, -1.92
54.32, 8.39, -1.92
56.04, 10.23, -1.99
56.71, 11.98, -2.02
62.19, 14.93, -2.23
59.83, 16.12, -2.16
49.79, 14.89, -1.81
48.35, 16.13, -1.78
47.82, 17.64, -1.78
45.46, 18.21, -1.71
44.94, 19.45, -1.71
45.30, 21.10, -1.74
42.02, 21.00, -1.64
44.95, 24.03, -1.78
42.54, 24.26, -1.71
40.15, 24.39, -1.64
39.36, 25.63, -1.64
38.64, 26.71, -1.64
36.28, 26.58, -1.57
37.11, 28.79, -1.64
38.63, 31.70, -1.74
39.25, 34.06, -1.81
34.74, 31.61, -1.64
34.45, 33.38, -1.68
34.22, 35.03, -1.71
30.53, 33.02, -1.57
29.61, 33.85, -1.57
28.03, 33.88, -1.54
29.55, 37.79, -1.68
29.53, 40.31, -1.74
40.34, 58.37, -2.48
38.72, 59.46, -2.48
39.16, 63.91, -2.62
39.12, 68.58, -2.76
37.69, 70.51, -2.79
44.22, 88.51, -3.46
57.81, 124.11, -4.78
54.38, 125.66, -4.78
50.40, 127.30, -4.78
46.54, 127.70, -4.75
31.00, 92.91, -3.42
26.11, 86.07, -3.14
24.26, 88.69, -3.21
31.77, 130.09, -4.68
28.40, 131.90, -4.71
24.39, 130.66, -4.64
20.64, 130.30, -4.61
17.05, 130.81, -4.61
13.85, 135.21, -4.75
10.21, 136.54, -4.78
5.96, 137.79, -4.82
2.69, 136.89, -4.78
-1.09, 138.91, -4.85
-5.57, 141.80, -4.96
-9.53, 142.59, -4.99
-13.73, 145.26, -5.10
-17.84, 145.82, -5.13
-21.54, 143.30, -5.06
-26.18, 146.59, -5.20
-34.08, 147.01, -5.27
-39.44, 148.77, -5.37
-45.24, 151.28, -5.51
-50.01, 151.88, -5.58
-55.52, 154.21, -5.72
-61.07, 154.25, -5.79
-66.47, 155.27, -5.90
-71.31, 153.10, -5.90
-78.34, 155.25, -6.07
-83.52, 154.80, -6.14
-84.76, 147.25, -5.93
-86.16, 140.60, -5.76
-86.69, 131.98, -5.51
-89.07, 126.74, -5.41
-90.73, 121.84, -5.30
-90.33, 114.59, -5.10
-91.32, 108.63, -4.96
-92.68, 103.48, -4.85
-94.80, 100.16, -4.82
-96.11, 96.11, -4.75
-97.62, 91.67, -4.68
-98.95, 87.24, -4.61
-99.78, 83.21, -4.54
-101.08, 78.40, -4.47
-101.58, 74.42, -4.40
-103.59, 71.60, -4.40
-103.01, 67.08, -4.29
-102.25, 62.66, -4.19
-102.21, 58.83, -4.12
-104.66, 56.47, -4.15
-105.28, 53.13, -4.12
-106.90, 49.79, -4.12
-117.40, 50.80, -4.47
-120.61, 48.30, -4.54
-122.83, 45.31, -4.57
-120.24, 40.64, -4.43
-122.27, 37.61, -4.47
-121.33, 33.70, -4.40
-121.24, 30.12, -4.36
-120.07, 26.34, -4.29
-119.77, 22.85, -4.26
-121.34, 19.71, -4.29
-121.83, 16.36, -4.29
-123.28, 12.63, -4.33
-126.57, 9.46, -4.43
-128.78, 6.07, -4.50
-129.90, 2.55, -4.54
-131.91, -1.55, -4.61
-133.83, -4.73, -4.68
-131.66, -8.28, -4.61
-123.37, -11.66, -4.33
-123.01, -15.05, -4.33
-126.50, -19.02, -4.47
-124.95, -22.31, -4.43
-125.26, -25.94, -4.47
-127.42, -30.06, -4.57
-129.45, -34.32, -4.68
-130.37, -38.43, -4.75
-132.12, -42.93, -4.85
-132.77, -47.21, -4.92
-134.01, -52.45, -5.03
-136.20, -57.67, -5.17
-140.93, -64.30, -5.41
-140.01, -68.59, -5.44
-143.38, -75.20, -5.65
-145.62, -81.55, -5.83
-146.75, -87.57, -5.97
-149.36, -94.78, -6.18
-168.24, -113.37, -7.08
-180.51, -129.00, -7.75
-170.30, -131.03, -7.50
-176.71, -143.86, -7.96
-153.75, -132.36, -7.08
-150.05, -136.54, -7.08
-142.64, -137.15, -6.91
-136.72, -138.88, -6.81
-130.12, -139.66, -6.67
-132.11, -148.66, -6.94
-213.41, -257.96, -11.69
-219.03, -277.83, -12.35
-129.53, -173.94, -7.57
-246.86, -354.20, -15.08
-231.00, -351.66, -14.69
-145.57, -235.47, -9.67
-219.36, -377.65, -15.25
-209.85, -385.29, -15.32
-151.99, -298.31, -11.69
-185.36, -389.92, -15.08
-174.57, -394.87, -15.08
-136.75, -333.86, -12.60
-141.66, -374.88, -13.99
-147.02, -423.96, -15.67
-136.81, -432.60, -15.84
-124.87, -436.20, -15.84
-85.99, -334.93, -12.08
-59.90, -263.10, -9.42
-50.30, -252.89, -9.00
-43.33, -254.18, -9.00
-36.33, -255.27, -9.00
-29.53, -258.16, -9.07
-22.51, -259.87, -9.11
-14.39, -261.44, -9.14
